id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
00129,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_008.jpg,"Sir/Madam, main road ke kinare damaged health centre ho raha hai, jaldi solve kijiye plz.",Semi-Urban,Medium,Medium,Hinglish,both_clear,high
00130,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_009.jpg,"main road ke kinare damaged health centre ki problem hai pichhle teen din se, please jaldi fix karo.",Semi-Urban,Low,Low,Hinglish,clear_text_unclear_image,medium
00131,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_010.jpg,There is the health centre near the colony gate looks unsafe and needs repair. This needs to be fixed urgently.,Urban,High,High,English,both_clear,high
00132,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_011.jpg,"पंचायत भवन के सामने की स्थिति बहुत खराब है, यह damaged health centre से जुड़ी समस्या है।",Urban,Medium,Medium,Hindi,both_clear,high
00133,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_012.jpg,"I want to report the primary health centre near our street has a damaged roof. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Rural,Low,Low,English,both_clear,high
00134,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_013.jpg,"I want to report the health centre near the market looks unsafe and needs repair. This is causing a lot of trouble to residents, especially elderly people and children. We have complained before but no action has been taken.",Semi-Urban,Medium,Medium,English,both_clear,high
00135,Healthcare,Damaged health centre,data/raw/images/healthcare/damaged_health_centre/damaged_health_centre_014.jpg,"Hamare area mein damaged health centre ki dikkat hai, colony gate ke paas.",Urban,Medium,High,Hinglish,complementary,high
00136,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_000.jpg,मुख्य सड़क के किनारे एक गंभीर समस्या है जिसकी वजह Poor sanitation around health centre है।,Rural,Medium,Low,Hindi,both_clear,high
00137,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_001.jpg,पंचायत भवन के सामने एक गंभीर समस्या है जिसकी वजह Poor sanitation around health centre है।,Semi-Urban,Medium,Medium,Hindi,both_clear,high
00138,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_002.jpg,"There is some problem here, please check when possible.",Semi-Urban,Low,Low,English,vague_text_clear_image,medium
00139,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_003.jpg,बस स्टॉप के पास एक गंभीर समस्या है जिसकी वजह Poor sanitation around health centre है।,Urban,High,High,Hindi,complementary,high
00140,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_004.jpg,Poor sanitation around health centre has been a problem near the colony gate for over a week. No one has come to check yet.,Urban,High,Medium,English,both_clear,high
00141,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_005.jpg,"हमें हमारी गली के पास poor sanitation around health centre की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,Medium,Medium,Hindi,complementary,high
00142,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_006.jpg,Citizens are facing trouble due to poor sanitation around health centre close to our village. Please take action soon.,Rural,High,High,English,both_clear,high
00143,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_007.jpg,"Sir/Madam, bazaar ke paas poor sanitation around health centre ho raha hai, jaldi solve kijiye plz.",Rural,Medium,Low,Hinglish,both_clear,high
00144,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_008.jpg,Poor sanitation around health centre has been a problem near the colony gate for over a week. This is causing a lot of trouble to residents.,Urban,Medium,Medium,English,clear_text_unclear_image,medium
00145,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_009.jpg,"Something is wrong in our area, someone should look into it.",Urban,Medium,Low,Hindi,vague_text_clear_image,medium
00146,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_010.jpg,We are facing an issue of poor sanitation around health centre at the crossing since last night.,Semi-Urban,Low,Low,English,clear_text_unclear_image,medium
00147,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_011.jpg,There is a problem related to poor sanitation around health centre near the colony gate. Children and elderly people use this path daily.,Semi-Urban,Low,Low,English,complementary,high
00148,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_012.jpg,We are facing an issue of poor sanitation around health centre at the crossing since last night. Please take action soon.,Urban,Low,Low,English,both_clear,high
00149,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_013.jpg,We are facing an issue of poor sanitation around health centre at the crossing since yesterday. This needs to be fixed urgently.,Rural,High,Medium,English,both_clear,high
00150,Healthcare,Poor sanitation around health centre,data/raw/images/healthcare/poor_sanitation_around_health_centre/poor_sanitation_around_health_centre_014.jpg,"bus stop ke paas poor sanitation around health centre ki problem hai kal raat se, please jaldi fix karo.",Semi-Urban,Medium,Medium,Hinglish,complementary,high
00151,Healthcare,Missing medical facilities,data/raw/images/healthcare/missing_medical_facilities/missing_medical_facilities_000.jpg,"There is a problem related to missing medical facilities outside our house. This is causing a lot of trouble to residents, especially elderly people and children. We request the concerned department to inspect and resolve this at the earliest. Please fix it soon.",Semi-Urban,Medium,Medium,English,both_clear,high
00152,Healthcare,Missing medical facilities,data/raw/images/healthcare/missing_medical_facilities/missing_medical_facilities_001.jpg,We are facing an issue of missing medical facilities outside our house for several days.,Semi-Urban,Medium,High,English,both_clear,high
00153,Healthcare,Missing medical facilities,data/raw/images/healthcare/missing_medical_facilities/missing_medical_facilities_002.jpg,Citizens are facing trouble due to missing medical facilities near the colony gate.,Rural,Medium,Medium,English,both_clear,high
00154,Healthcare,Missing medical facilities,data/raw/images/healthcare/missing_medical_facilities/missing_medical_facilities_003.jpg,Missing medical facilities has been a problem close to our village since last night. Nobody from the authorities has visited yet.,Rural,Low,Low,English,both_clear,high
00155,Healthcare,Missing medical facilities,data/raw/images/healthcare/missing_medical_facilities/missing_medical_facilities_004.jpg,We are facing an issue of missing medical facilities behind the school since yesterday. This is causing a lot of trouble to residents. No one has come to check yet.,Rural,Medium,Low,English,clear_text_unclear_image,medium
